# Total_Iterations; SpaceFilter; TimeFilter; POOL_SIZE; DIM_MULTI_LEVEL
#4.39003e+10;3;3;10;10;
Pattern;Sum_level;Count_level
116391934;159883;40
2132036;106408;30
19791583;357354;80
16777295;92034;20
13365252;36664;10
791232;106606;30
2480;696014;90
16511;107537;20
20749919;1071568;100
133496447;480110;100
16786450;38196;10
134067124;41545;10
47775295;85503;20
52396536;101718;20
133955947;104400;30
66852768;73918;20
134192332;70432;20
117437946;37468;10
117244415;39532;10
2406399;1056313;100
52691328;39060;10
20711941;34416;10
132544063;118214;30
59097991;72360;20
9696575;34291;10
118288398;236128;60
62943247;38920;10
83853275;119324;30
16678791;39846;10
18870272;40997;10
133988288;1183854;100
62549951;47010;10
131629567;399401;90
75599936;42159;10
100813824;83856;20
133415169;129363;30
217078;34884;10
133429241;132986;30
134088191;266781;60
19037696;71026;20
119746969;41128;10
29184;1091844;100
16580287;465066;90
2109488;670064;100
134209243;140537;30
117608888;44558;10
119796221;165405;40
33357761;33852;10
527382;259463;60
361;883971;100
83886336;386922;80
133975615;1054724;100
222715;33841;10
4727862;134566;30
24641535;364814;70
100925001;167539;40
132939519;45246;10
23442171;35699;10
9451035;58599;10
119968329;86985;20
81805312;168244;40
113273910;477120;100
50397825;40572;10
14156802;87132;20
120559435;138253;30
19136036;188208;40
119521735;38120;10
83624008;211820;50
122127297;35010;10
26319052;72673;20
76546560;1068184;100
15978296;36183;10
129988539;40164;10
33554564;37633;10
16542783;288927;60
124629720;79593;20
245304;69806;20
81264857;159981;40
57448159;265761;60
133417452;38085;10
53845711;82168;20
134184740;1159660;100
17038903;442922;90
83627526;187856;40
115040384;35059;10
4129520;33966;10
133382272;34115;10
114922048;34331;10
134216402;34110;10
16388;1164860;100
134077678;175089;40
77812136;35747;10
8647675;41372;10
36438020;35024;10
57147174;126581;30
14711055;203730;50
1842799;34122;10
100827135;519922;100
117438543;36845;10
133955783;277428;60
82999677;357500;90
16284734;1224733;100
2101568;33795;10
128964555;347658;70
17303040;69099;20
77295543;986867;100
66847728;35418;10
25067008;36110;10
119391856;41388;10
132116471;1416608;100
94339071;256108;50
14880352;35972;10
57671479;399289;80
57255635;70517;20
67108347;410840;80
8653312;34800;10
58496769;34951;10
125829051;82745;20
100860196;213113;50
18612223;1129272;100
19699395;34143;10
23573057;35569;10
133398463;797252;100
131853733;81239;20
75647269;76353;20
15496248;39499;10
67113984;512416;100
9439679;46043;10
77496318;88050;20
99321910;35496;10
129498735;35266;10
19366392;272829;70
787199;77514;20
130516995;33918;10
134204449;34495;10
50331703;538585;100
126042496;954266;100
23893792;38270;10
54525920;34101;10
23331199;35591;10
19173376;1193914;100
229792;825383;100
80705467;129401;30
117539289;34738;10
67239940;1058870;100
134213604;597157;90
71179806;210540;50
120569310;40160;10
98759545;34741;10
52671414;42794;10
126647751;52210;10
1872383;304665;70
133955104;35815;10
102758399;35812;10
56996415;37409;10
53844991;323522;70
2130432;394551;80
29212383;487963;90
134119215;533975;90
126287872;42555;10
58537627;86081;20
14421572;35063;10
98783;35703;10
63038192;40329;10
133427327;33683;10
75608576;109277;30
9530550;41783;10
123990328;158218;40
9441078;34989;10
33423286;354946;70
134170627;73166;20
63956967;146464;30
33620048;36153;10
116356918;50498;10
94633471;37592;10
33419768;33713;10
61443;36828;10
76840960;39590;10
67109067;34585;10
115129856;124039;30
66961147;33989;10
57127424;198613;50
65926650;40752;10
124026948;34642;10
31657532;489886;100
58589039;53173;10
57517202;47288;10
78561119;34237;10
157951;34690;10
57777370;34351;10
18915327;52719;10
76693760;1116063;100
70917519;82240;20
245983;35211;10
82080313;181374;40
43092;113819;30
117964288;701206;100
18466;75611;20
23704786;35515;10
67239981;35618;10
118234744;35838;10
16673792;417761;90
56997814;123697;30
67332169;36178;10
80661811;40224;10
52269004;106054;30
504793;50273;10
57541108;35103;10
31488463;36160;10
23967711;47383;10
117825564;40053;10
16880201;327044;70
83882057;34673;10
75645191;36720;10
106376085;757352;100
523782;154414;40
39923928;87867;20
117439983;49204;10
23639220;123173;30
52428836;237224;50
117411839;585465;90
2621451;34249;10
133284;40528;10
133955063;1147324;100
33308427;79023;20
66879431;560235;90
8405138;34519;10
134119935;1128223;100
134180543;79871;20
1596;414500;80
16531199;565825;90
134105143;41490;10
23893833;78505;20
2097371;160056;40
53475327;574844;100
17714687;35983;10
50071040;86025;20
76807899;1122415;100
40317593;111112;30
14680072;248659;60
40670113;34734;10
132619896;43067;10
124506836;35365;10
53598444;391537;90
81414176;73948;20
1574916;1313953;100
114968584;86681;20
16911143;33863;10
134193216;44177;10
121368575;46220;10
33095159;34021;10
133725199;38906;10
112153505;91302;20
9718567;34513;10
101179888;34791;10
117337838;155072;40
124237823;1088307;100
33521152;554527;90
14710335;296919;60
85068036;320422;80
132494975;34461;10
118489088;1162370;100
100664833;73638;20
2884107;923024;100
132382276;36398;10
3940063;84646;20
50692617;247136;60
20971512;323614;70
117045247;38871;10
134185460;401741;80
17000884;84283;20
59097827;83666;20
19865;522415;100
131747391;34383;10
130135652;34035;10
109265316;1076152;100
16517127;490776;90
1569279;35064;10
118245380;33856;10
134216443;35210;10
56491775;74177;20
109216064;133870;30
77332927;34458;10
81547263;532816;100
16642048;36755;10
2387492;44068;10
134209407;1027462;100
134191097;119974;30
118474296;105827;30
9455911;483914;100
129233919;215309;50
131328254;386075;80
56634368;37926;10
76959524;113449;30
409684;192754;50
81658112;35934;10
131063807;82268;20
123974096;900637;100
134033261;36718;10
57670080;35889;10
117674495;1120743;100
65640;38857;10
19707830;138783;40
115305510;38534;10
122270938;36767;10
16750591;83150;20
83885575;918582;100
117473764;34046;10
132087607;37116;10
123710679;35486;10
134074880;71770;20
133960700;74169;20
10751;221360;50
96395118;76384;20
1863187;36131;10
163547;219861;50
133824505;44086;10
67895295;642884;100
58998211;213674;60
262174;37113;10
112164779;34328;10
68405756;79917;20
81284607;35101;10
2360027;201173;40
2096651;85972;20
133166029;37424;10
197;34279;10
84033536;43040;10
117502031;39296;10
117450496;35635;10
26304;34714;10
31655454;73001;20
655552;42536;10
100524031;38223;10
117436383;134358;30
33423327;874285;100
53582335;435619;90
10182656;152288;30
33284480;38523;10
8142359;932118;100
1835002;36109;10
88078847;87388;20
8405056;881005;100
133955145;1057522;100
62242527;33903;10
121101289;34502;10
5269552;37488;10
132017206;37089;10
24681550;166559;40
1576953;36294;10
110325687;125836;30
67342846;39543;10
33763812;35213;10
50333184;852047;100
131211007;158918;40
60814329;40933;10
123809944;34206;10
126863356;35047;10
134180461;34303;10
114426292;34151;10
58569289;40465;10
14683672;36580;10
131514111;123857;30
134215641;1242155;100
123568127;87127;20
62865295;37313;10
12731169;33847;10
8064963;506071;100
3935743;36451;10
133969855;110339;30
114835456;795634;100
133956544;962564;100
131819952;40011;10
133958663;878806;100
132115710;72223;20
77547812;34964;10
48066487;610623;100
12602374;33821;10
131328295;35710;10
9449472;87667;20
134067721;1127037;100
27703;327974;70
14913536;340490;80
215041;483735;90
16715288;34701;10
130281535;449116;90
14577207;496326;90
25182464;132351;30
261536;646368;100
10748416;42182;10
16936448;691854;100
9980936;37547;10
114491776;125626;30
132633289;34910;10
50335303;34806;10
122402298;296970;70
110315812;1137734;100
50385995;38470;10
117407519;129117;30
125812222;164687;30
134151679;986121;100
58933488;36733;10
114977060;802836;100
69468164;39413;10
133158911;94301;20
786438;917650;100
131124;595706;100
31713223;110616;30
52434432;164380;40
83364870;38355;10
57095680;35097;10
125035505;79380;20
792075;1154700;100
2495233;88360;20
10255896;33826;10
14175750;36688;10
76803579;34019;10
117329444;147491;40
109276672;44017;10
124631757;76980;20
107629131;72473;20
132284287;36353;10
29163131;39071;10
83623967;113469;30
77070783;272395;60
121625581;463498;100
133955865;44500;10
94293350;38702;10
134011392;338678;70
129209293;37145;10
109265398;295797;60
64089334;429340;90
99062731;34882;10
84136445;136100;30
117702639;43301;10
1867384;382060;80
42495;48653;10
59121095;72425;20
86505471;164743;40
81414217;368172;80
26791266;35661;10
1593144;348036;80
133201888;34521;10
117477961;555549;100
100666911;35619;10
92323936;96380;20
57512923;339849;70
100663393;38347;10
127093220;514177;100
125824895;37390;10
67322294;96280;20
77069384;42453;10
31518808;240376;60
132268096;35883;10
124771324;76853;20
133740032;467821;90
129486823;43455;10
134213563;209543;50
76958207;38513;10
57540347;37713;10
31661811;50688;10
260096;1290183;100
10227711;1025230;100
111415;156402;40
70000143;37335;10
4198440;448047;100
229833;448923;80
124780479;1123184;100
265733;87453;20
134207926;37456;10
254459;576446;100
3035135;36772;10
19174096;35255;10
274888;35443;10
119506943;115682;20
33226752;79112;20
24864;74114;20
66847008;504664;90
52539457;34644;10
98742;619857;100
83262333;436393;90
1932991;123352;30
9698817;174693;40
133955824;241528;50
67502596;40324;10
14708977;463907;100
1867343;33937;10
151512;35736;10
290359;128230;30
14875517;33893;10
131072201;60670;10
123784639;41992;10
2058240;188271;50
133166667;143601;40
134215682;79515;20
106901151;37457;10
81677862;292985;60
12583344;39165;10
83787709;96508;20
276287;34587;10
52793947;34021;10
238;360673;70
2424832;606272;100
24936450;37349;10
101057409;33990;10
5772831;38751;10
77557687;1021623;100
58310110;143634;30
68372982;34019;10
4030975;154103;40
81283126;41224;10
12025855;43869;10
123974137;1087270;100
6595;38571;10
67076603;43302;10
117670216;42178;10
134185419;40453;10
18874387;35888;10
125804507;175342;40
121605831;35792;10
109052404;131312;30
3149315;35266;10
134184699;110793;20
132379519;35295;10
112135;688305;100
76770559;730669;100
76021904;35319;10
16782335;343404;70
14818755;592540;100
2623488;76837;20
115339209;39016;10
14680113;36645;10
117421632;177027;50
16547782;306940;70
117178375;910477;100
132084727;35473;10
626688;38654;10
134106624;1221259;100
67568513;645328;100
132624895;759148;100
117079871;386509;90
114856523;35048;10
9961947;73693;20
50228838;42190;10
16642809;37264;10
1073200;544326;90
133971974;81330;20
79567385;35699;10
23967670;211702;50
127665975;40060;10
75645232;1009023;100
159268;37960;10
133941752;78112;20
121631177;34289;10
119246137;34710;10
58458112;1352054;100
133947389;127738;30
116554044;328954;70
38348269;35043;10
50593352;68439;20
525860;36388;10
2097412;96662;20
100695055;34501;10
29475267;36147;10
117571712;42412;10
67112503;38098;10
5778468;344153;70
54525879;40344;10
12640352;78147;20
133151196;82698;20
32232447;35565;10
81526793;36488;10
1208283;35463;10
115577280;513241;100
130285094;33994;10
12874008;41059;10
133957943;606237;100
33553926;252950;60
108477325;138417;30
8463937;35746;10
76657737;43174;10
134056447;915838;100
119838719;36300;10
109045368;33647;10
16518918;37491;10
65533951;777479;100
132747264;55088;10
133958950;41394;10
100597622;37434;10
96468955;113963;30
131852211;35800;10
1375871;38294;10
33176;675800;100
114966816;885718;100
117440580;52430;10
34145670;35578;10
33330688;90230;20
52950015;593721;90
115573247;67830;20
83639871;60966;10
133987855;1172355;100
263245;39572;10
131083;801348;100
50429961;503717;100
4427784;42628;10
33562648;35803;10
123998207;429757;90
19699272;160808;40
114322438;287530;60
75776036;38790;10
67371300;79564;20
129232356;34110;10
131287478;34541;10
1864504;85509;20
97445683;354074;80
66867127;35524;10
4062719;40586;10
50561216;1096190;100
50577407;116704;30
119701440;34577;10
108212632;42203;10
134123535;33659;10
33296392;38398;10
66257793;34436;10
33357433;76384;20
16810561;994266;100
117374335;121859;30
17040899;87536;20
131326463;223950;50
134114380;82062;20
5670;332064;70
24911455;204627;50
134004725;402933;90
3940350;197396;50
45613055;35789;10
52793865;76174;20
133157881;47680;10
48647;240927;50
159227;626359;100
261846;212977;60
7115336;106780;30
215351;75719;20
96394029;33738;10
50200571;37264;10
67338239;1060676;100
123830783;474496;90
1572879;88372;20
75628836;769138;100
19313663;35060;10
133954033;506165;100
46923775;284782;70
17664;34130;10
67107071;50057;10
107426445;36106;10
19183579;40935;10
85101056;36093;10
8126537;173519;40
53346560;33631;10
32456;525269;100
132378840;1037835;100
1732096;72248;20
14446116;47124;10
81526278;68436;20
50336292;112833;30
134124255;34093;10
130805202;77677;20
242137;361624;70
4991;43309;10
58609591;35380;10
100137853;88140;20
14679744;202976;40
79646631;78490;20
134189060;649621;100
120043483;991999;100
124752376;68453;20
40239108;39691;10
115043574;260270;60
129759231;337265;80
67076088;35121;10
133693888;883981;100
16646655;889638;100
33534937;106852;30
132578172;39580;10
107295436;70009;20
262566;42257;10
491008;671513;100
134217245;174450;40
133418295;117388;30
55189792;33741;10
17928601;409829;90
100728836;94854;20
113237887;34501;10
115231158;331006;60
133970944;358062;80
9439556;35084;10
229464;79731;20
51743428;36187;10
125824731;33840;10
67898895;37471;10
18055167;692028;100
8130055;1218352;100
24116743;142903;30
23459328;34357;10
82211609;39592;10
131333540;254994;70
76873;75911;20
133169155;190091;40
3592;943259;100
37373;38327;10
260406;77323;20
230143;34201;10
133119903;34985;10
123732156;35072;10
14742471;311589;80
125791670;49438;10
117173540;35696;10
1572920;178214;40
31059190;80992;20
2605055;184711;40
132382399;128004;30
37896448;332677;70
117438461;580898;90
75374351;541816;90
16769024;845634;100
56190977;76205;20
133990694;34975;10
133953992;299106;70
122381746;37078;10
16974016;52755;10
134082039;42536;10
54657280;120416;30
133939200;1123472;100
150751;74108;20
114444292;96774;20
15498759;603675;90
122607;47251;10
56904183;36229;10
40313747;37710;10
132644399;35695;10
24079362;35057;10
134213727;457303;100
100666624;39484;10
74;1110850;100
111050559;507026;90
134058935;381728;80
50097188;35524;10
119377415;345101;70
131553055;149273;40
14709287;152100;40
57410468;37912;10
134198256;52286;10
393142;146061;40
133955391;1099279;100
117211641;35092;10
19398136;33609;10
18615823;43539;10
100922367;407016;70
77071872;34666;10
8126496;129107;30
117177860;37675;10
7092150;70774;20
37486592;296188;70
133988575;238830;60
7307199;43359;10
132959743;496488;90
10452699;38290;10
24657439;37004;10
67272960;632419;100
50463104;149789;30
249852;40912;10
126077348;42126;10
57520328;502078;100
133857279;1055551;100
117701632;966117;100
4312;741563;100
56635416;129505;30
18912201;90101;20
117440539;300975;70
9437478;390815;70
124558927;71044;20
68972600;161602;40
50332095;586887;100
68185398;34278;10
66710772;44950;10
83643430;492161;90
131828223;34077;10
31650168;90067;20
117413835;34781;10
130350847;33786;10
47803831;148394;40
9661951;1127285;100
1051682;196552;40
132709245;36676;10
132914688;409074;90
23101440;937550;100
119304216;34698;10
259007;726407;100
266763;1105192;100
134184863;320137;60
125565693;37987;10
133318948;579636;100
1867302;86735;20
67518500;38859;10
52802341;34271;10
8915968;83841;20
134213048;41798;10
134214447;41185;10
133926527;35595;10
16748039;656376;100
16744521;87300;20
121105919;39997;10
40646207;35410;10
94896127;1098897;100
1675767;43129;10
117206724;38626;10
94297711;40981;10
84054088;49440;10
53582130;36355;10
117403960;34296;10
134201054;38310;10
126630968;37710;10
134197536;92689;20
74754;167239;40
104828913;83930;20
132186111;1053488;100
81560059;34690;10
133956111;445235;70
130838983;82314;20
16527353;33731;10
119771203;36715;10
261126;406172;90
83000766;37548;10
788001;127585;30
35918345;333670;70
19323538;272003;60
2193;37551;10
134066691;38187;10
50434240;928190;100
109090815;105354;20
4994715;34214;10
197123;33720;10
17034624;38825;10
132083638;280071;60
38519808;33848;10
127139323;37032;10
22020609;35981;10
52447433;37145;10
53260811;34996;10
66879039;1242538;100
123446747;35337;10
21168128;55294;10
131853569;37488;10
57146887;36349;10
1863743;661739;100
15974942;480111;100
124755935;206338;50
101650311;345060;70
2101258;588534;90
65599;298543;70
18882658;35010;10
113476040;40580;10
110779181;35771;10
50532744;45160;10
117515775;92749;20
4161984;560189;90
85458944;42950;10
117473600;90798;20
133144447;75094;20
100726799;81002;20
134217163;237659;60
295627;41086;10
117406717;39399;10
37455;546869;100
16744480;36664;10
67109108;201011;50
147912;268909;50
1043967;218038;50
118251532;42296;10
1048884;112227;30
57521727;501646;90
119508711;424899;80
101457008;102359;30
66862848;34135;10
68251643;34068;10
26839488;39033;10
114518088;39585;10
57634303;1158471;100
15207936;92805;20
102613564;470085;100
126077430;79750;20
24767217;38886;10
113147695;34594;10
62446694;82618;20
81265144;128566;30
300544;748002;100
123967944;33633;10
99597790;35946;10
35409447;36031;10
52467780;33950;10
9577478;33689;10
78780716;36266;10
20815567;791069;100
126088704;115361;30
128701899;34359;10
115;34687;10
67305980;458056;80
3633;186800;50
31694585;79346;20
56475215;34764;10
125726719;76770;20
117444736;37177;10
62442807;436727;90
124621531;348888;70
62930369;83962;20
532504;41492;10
14795200;258264;50
50405376;34637;10
112164861;34387;10
133430207;38650;10
85346596;37486;10
56729600;35238;10
18581960;34403;10
124227784;841415;100
33217;409481;80
17982770;189658;50
18911522;484426;100
81493814;396252;80
19763913;505933;100
133166995;77020;20
35619807;33930;10
110906918;33745;10
41832447;41749;10
52692481;33824;10
133684095;34165;10
123731518;34180;10
19665409;1054275;100
47934758;34831;10
110102016;133643;30
4203521;73009;20
1822206;41048;10
133120;1181107;100
101646793;34453;10
133984255;1307785;100
70041311;160181;40
67313736;33669;10
77516583;451177;90
115047853;35443;10
30269039;33919;10
115158679;166736;40
117460927;118888;30
23702708;485809;100
134216484;437465;90
66961311;44013;10
247815;33801;10
134105307;1101779;100
1723702;37903;10
98619;365101;90
76565508;87162;20
2135039;82605;20
100709888;86226;20
16547390;1087587;100
4941307;35887;10
790079;1129953;100
1049604;900580;100
57409830;430199;80
113506303;284662;60
19239867;34272;10
2372185;35904;10
64088286;71553;20
113443248;332010;70
18086911;41419;10
117440498;161576;40
128188407;35416;10
133149405;561445;100
33292792;660293;100
9722395;70566;20
18386392;34389;10
43067798;34000;10
16547431;499928;100
66912059;84953;20
4353;185420;40
33636608;42166;10
132385279;538444;100
127133686;35302;10
134184822;734178;100
134020875;73594;20
19955776;33862;10
67258806;1044269;100
119534016;739151;100
134181304;798460;100
67108388;545746;100
132379642;429310;80
17035303;57131;10
131120651;142571;40
245696;34531;10
83771167;510204;100
15744112;68297;20
89478655;38773;10
133825535;453984;100
8519423;34989;10
58506767;383959;80
1198080;1130987;100
102857;120102;30
2359512;123953;30
100909056;735639;100
117432063;68471;20
19132928;40711;10
86061875;34287;10
119276031;1028570;100
129487853;182266;40
16883760;34836;10
86381065;39614;10
76586575;110071;30
127483;46072;10
19244105;35029;10
100663744;1108109;100
67241216;73567;20
38627508;33817;10
66977502;115572;30
130281927;35455;10
1085504;37223;10
132136449;45334;10
134183423;748908;100
57465398;36947;10
117669888;1409116;100
80635827;500777;100
134211567;36704;10
111547999;38880;10
14913144;690558;100
99547098;37185;10
64217504;33787;10
163383;484073;100
37414;309591;70
98565622;36547;10
26774724;37365;10
133959670;471708;90
233023;756841;100
818815;367049;70
132083679;34891;10
67369983;460384;90
67272199;39638;10
94014790;41430;10
114822660;34496;10
77594617;194360;50
116162111;612528;100
67116144;41662;10
1839076;267100;60
134213686;329325;80
57447129;801532;100
83656700;76648;20
1555;592616;90
118257889;345570;80
50167551;1024210;100
86286079;37418;10
82607616;70358;20
109527457;82192;20
274560;39091;10
134217204;1242661;100
129499127;138399;30
127901599;234703;60
100397055;45576;10
120584184;35820;10
59623367;281705;70
102436224;40628;10
109186480;35330;10
16780339;35938;10
125844481;114441;30
2939757;36051;10
1601023;465885;100
134022274;81521;20
17597955;657633;100
66059263;124318;30
117182016;165741;30
81276418;33996;10
15040512;472620;100
130253063;39652;10
83085116;38331;10
83885862;36759;10
16260623;72822;20
117698752;671830;100
261887;1364984;100
95634866;36078;10
1114368;208337;40
130267135;120967;30
123953152;414292;90
20035291;37157;10
57579373;34613;10
67409483;209074;50
76649179;119306;30
76562505;35821;10
67157504;496850;90
1051044;215954;50
127107456;285971;60
57147648;34663;10
16917026;153172;40
134215928;36418;10
65861371;311462;70
119508547;36452;10
528904;86324;20
20968960;37280;10
52531227;34021;10
133992649;187166;40
7347214;174301;40
47747584;437602;90
1208119;916458;100
97255424;320634;80
98529207;178908;40
83984448;79547;20
31472067;88062;20
83783676;79452;20
18948224;163005;40
4743456;34598;10
83866112;408376;90
115609088;192869;40
18981;399956;70
100761856;213646;50
79839524;38201;10
105569133;35080;10
3446495;36597;10
31096448;36091;10
87464773;425403;90
20742163;33916;10
46227616;175521;40
14687623;261956;60
115342335;577145;90
53472775;33742;10
3678209;36310;10
125147238;376655;80
27545640;183472;50
19267291;354890;80
133955309;34831;10
91225600;178950;40
134119420;881542;100
33144831;37384;10
1049645;46458;10
100665348;661187;100
3117056;34778;10
1846791;923162;100
119767047;170363;40
83882303;33833;10
133956029;318677;80
133952511;1136408;100
127659495;34816;10
133349375;35536;10
10252091;387974;80
133691892;435051;80
131988734;138597;30
83885821;34207;10
71070151;514027;100
120058872;36700;10
134201856;368833;70
121437823;722524;100
117678528;742747;90
12607496;325005;70
114292731;51070;10
132972539;80485;20
57666047;313196;70
18649048;36810;10
127925751;33806;10
75530624;38659;10
228867;382184;70
100925247;75091;20
1081348;557237;90
65991660;34787;10
1574401;1046305;100
57294848;281597;60
81427774;279554;60
117665855;287441;60
4734980;40868;10
113246240;37567;10
117440457;516970;90
134199737;35368;10
24854529;226684;60
59097312;72705;20
92455232;416776;80
124779964;38987;10
17011192;977353;100
18874943;37777;10
134189183;227643;50
4210944;514520;90
76770313;59337;10
1898203;34283;10
83736502;35443;10
82047416;122605;30
119249368;68000;20
26948505;373800;90
16535232;35298;10
4868;45682;10
100659711;401293;90
120036324;40652;10
134216648;423022;80
58706404;183100;50
130281968;1066393;100
14716487;303557;80
131186176;43393;10
101376;331058;60
14450231;1089204;100
123986336;96825;20
66714846;688635;100
131333376;188193;40
10481727;120204;30
110882807;118562;30
52652320;36615;10
134070127;936260;100
1839035;335137;80
134068687;34169;10
108760697;115236;30
67108552;309461;70
7987649;155184;40
31519200;154590;40
81395392;35998;10
7707;69619;20
134217368;331848;70
134053895;786741;100
56852935;226179;60
33292031;43217;10
131328500;1353195;100
15496763;1215611;100
1994752;619834;100
2070;926744;100
120846143;78090;20
13589315;35364;10
504319;456768;90
121084893;35070;10
113249799;81482;20
118243056;34947;10
24577;581533;100
27164607;81052;20
56959;39826;10
56883198;49674;10
113246281;119717;30
5253156;73007;20
131782366;33874;10
66845176;324133;70
1606104;35787;10
124143908;149237;40
71968002;74416;20
19141199;38606;10
133009920;1089232;100
132280377;70372;20
9585954;145360;30
131845093;116628;30
18944665;34667;10
127139838;472730;80
3148800;40511;10
309184;36132;10
133428211;83053;20
13893631;1061152;100
133969463;38650;10
95716418;34882;10
7609870;36476;10
81546789;34187;10
117079356;96862;20
75497481;837284;100
295112;179484;40
67356672;341716;80
120029247;34708;10
16889561;48413;10
30214;36847;10
95719936;566348;90
134170112;38841;10
80497864;369916;90
130023924;36590;10
125542343;122469;30
82737144;305532;70
178175;189448;50
116391624;36578;10
131596793;73981;20
19961928;469946;90
59011358;78183;20
123735551;216046;50
131591156;723477;100
38348105;275465;70
131886630;36376;10
131072037;34586;10
53516390;49629;10
115016191;266420;60
159104;40490;10
28095;802342;100
133054975;327668;70
9693695;40239;10
14419968;1212478;100
25740386;967664;100
67109272;39965;10
126075352;39450;10
51480772;1187863;100
3933952;155779;40
100334966;152365;40
133958107;401181;90
23332352;36380;10
10243615;94901;20
134205415;1088327;100
14448153;69384;20
110841270;885074;100
52952895;87137;20
117470720;346012;80
50335736;76642;20
117178662;93558;20
102816;372326;80
115043656;35206;10
133963744;352890;70
131809790;39223;10
12607537;37405;10
18940;278462;60
19773150;43837;10
102264831;120027;30
34799872;38543;10
119442384;33955;10
15422;38290;10
262648;1109077;100
1619456;56403;10
18906687;159942;40
117674969;311079;70
14156287;1139835;100
114687;1341538;100
117682684;39338;10
123965948;75044;20
18713671;33720;10
134215167;1159288;100
114266624;33598;10
69632;1090138;100
41237149;935985;100
24944639;400809;90
1077192;35416;10
81786879;743782;100
16519679;93270;20
1311745;281489;50
16555743;138315;30
94505014;156600;40
47186431;266658;60
134168795;215938;40
3510;868406;100
134115264;468696;90
18986202;37719;10
130805243;36356;10
102523331;33975;10
71584768;35206;10
19699108;33726;10
121856288;91823;20
117440416;359524;70
125857792;46529;10
86376704;33915;10
117284863;132851;30
81357970;36996;10
68026368;39071;10
15744030;421123;90
127912440;34450;10
134217286;1105871;100
215515;112942;30
124622848;36880;10
132353535;100362;20
83786556;146381;40
127918077;35418;10
133959588;209353;50
67322048;140106;30
115831729;88427;20
133725755;36359;10
117290500;35381;10
8151040;45521;10
50590718;34186;10
117698875;384984;80
80777728;73409;20
120061752;34023;10
133843968;391695;80
116616484;34794;10
67765252;100202;20
33538496;36528;10
134102591;35597;10
133956070;335107;70
132087279;34361;10
32503807;44961;10
40856795;67719;20
75497563;354342;80
61865983;286943;70
33159664;35415;10
83624441;370290;80
113508340;41013;10
92208767;38490;10
107249702;35057;10
57671643;1004777;100
115310591;1288892;100
24078847;470160;90
2067910;126222;30
16903;34204;10
67256564;84450;20
57409028;38487;10
1391;37692;10
70129589;42736;10
132644358;424268;90
131989495;44433;10
124743385;36008;10
262730;205435;40
114874587;35005;10
133908896;194377;50
98496;1298877;100
132350017;36735;10
100597663;120693;30
100876592;48454;10
52531268;741921;100
128435169;229349;60
66884553;34066;10
84312901;364078;90
132368327;118373;30
77319654;40262;10
132640840;35738;10
81527039;37816;10
130086915;37451;10
134086400;1066290;100
133150681;1111482;100
134067967;1082121;100
131301632;35994;10
2096897;34128;10
31956603;36756;10
102302850;427102;100
2064392;125674;30
134188422;34554;10
229628;94012;20
134184904;661520;100
112149472;42413;10
33559048;34699;10
134198976;719957;100
126846919;147656;40
123973704;58570;10
3676172;295269;70
557048;34256;10
37822488;111941;30
119507909;536169;100
53582809;195278;50
23893505;888322;100
77229503;912202;100
67305857;38902;10
63161281;34228;10
1051126;271751;60
16530953;104538;20
117438976;34086;10
38277704;35912;10
134215887;44079;10
67913728;41113;10
2111;1218656;100
81303040;37067;10
15725000;35339;10
102729699;81702;20
108236743;114347;30
131334137;232481;50
130483460;35904;10
38043648;167403;40
133979215;35345;10
129490815;92033;20
45088;58068;10
124761695;125755;30
114931636;74346;20
266248;1125681;100
127913839;468628;100
32831227;39384;10
96394831;478673;100
66027519;87642;20
33325051;41684;10
57784283;38858;10
132907014;646682;100
1062400;675465;100
12582911;1220411;100
134201136;43062;10
107295641;227134;60
132946432;38181;10
128450558;34075;10
76957733;38056;10
119557120;158224;30
133693373;36862;10
14646847;500482;90
10243656;36897;10
93426687;35961;10
132381164;81010;20
38348064;174178;40
132349976;37373;10
38310765;562363;100
10120503;508742;80
132912651;77884;20
8095472;568405;100
117469239;122057;30
117370735;35302;10
159742;283109;60
4465288;39811;10
119337359;647073;100
133168991;34011;10
9699291;261056;60
134189862;44456;10
56635931;34240;10
14417931;34740;10
23658496;71083;20
77316095;37957;10
14910223;124585;30
133960267;295619;60
134086441;76093;20
24689739;35883;10
52429000;545021;100
49379580;34229;10
133689855;658206;100
131858404;79465;20
133320511;36537;10
130277812;74130;20
31703822;74217;20
77589823;35144;10
9963592;118446;30
104932498;35471;10
18630656;53944;10
14784;44944;10
14922176;523543;100
115240231;35267;10
712;771060;100
66715648;613716;100
266207;34935;10
262689;790032;100
125961;35755;10
28941005;34054;10
209919;316063;70
130023163;41568;10
132628167;36373;10
9993855;79386;20
134216607;71371;20
117292619;43791;10
114969819;41934;10
56321;35933;10
9455624;47995;10
132625369;1128413;100
1599027;38999;10
127276607;33913;10
14909503;594073;90
133995447;37230;10
96468914;33849;10
8913088;37468;10
3551;240459;60
34759014;38200;10
81723391;582320;90
117440375;429344;90
16774105;36710;10
156224;114584;30
63207694;79343;20
134217327;1205552;100
101155777;369197;80
115080996;1086837;100
18941188;36414;10
81423577;121611;30
101966334;36100;10
102613441;37102;10
20774463;490744;90
33;1154877;100
121609823;73029;20
17343570;243688;60
25034749;42228;10
98041791;34606;10
125828928;45778;10
106980871;38823;10
58572292;73051;20
110325172;516858;90
