# Total_Iterations; SpaceFilter; TimeFilter; POOL_SIZE; DIM_MULTI_LEVEL
#4.39003e+10;3;3;10;10;
Pattern;Sum_level;Count_level
134106935;305616;70
52533452;218491;50
264194;686677;100
134069759;638542;100
133824447;258265;60
25006793;68606;20
125024476;80929;20
374774;39087;10
7340031;1271238;100
14183425;35053;10
117760056;36836;10
134105536;755687;100
134090744;297319;60
17006848;877349;100
38347778;278605;60
397609;34072;10
71976290;33869;10
130645943;33841;10
2069497;36422;10
134024704;152181;40
14437951;944333;100
1575988;586795;100
134212598;33859;10
23462396;39418;10
75759616;1085185;100
74304;38450;10
84050120;38193;10
105456786;739321;100
134216116;343841;70
2106404;48098;10
125824502;158257;30
54787839;34332;10
81754047;36825;10
128446975;37474;10
344;407509;90
133509103;38473;10
8388800;765363;100
132120569;811572;100
133693479;133625;30
102489;72751;20
269831;508522;80
131312;546581;90
2162692;81231;20
134211199;35956;10
133963417;45315;10
935940;34212;10
266313;34075;10
134201324;34655;10
16518648;40558;10
33061951;37955;10
120585215;34374;10
10506541;36605;10
245884;442998;100
29167;35243;10
34086952;39221;10
127138292;84016;20
14421760;38739;10
520183;43899;10
31471879;79852;20
133070798;44682;10
1051952;36902;10
92077823;223382;50
120029640;46607;10
196632;600092;100
129232127;35870;10
12582976;371280;80
14704640;934207;100
120553471;85536;20
22063316;35750;10
89857422;35355;10
2471679;485697;90
16547840;1094902;100
117438911;291093;70
16293455;71134;20
77093389;34154;10
45440;47623;10
56641920;34738;10
6303807;40364;10
119698233;36849;10
127792991;34563;10
119475200;85041;20
14880312;593503;100
1068863;999591;100
115084800;603775;90
19709515;359396;70
1609728;503027;90
67109378;574352;90
65900544;75990;20
82706431;202384;40
134180134;1120950;100
134217433;1390498;100
147462;736801;100
2922207;305036;70
53844172;517517;100
2373175;89453;20
76564518;208750;40
8912900;122550;30
262157;37835;10
124236489;981167;100
123914683;34154;10
33553984;496001;90
129471433;454870;100
130592;33998;10
48197431;131354;30
1838667;113359;30
129496059;302019;70
100663515;482809;90
248805;78076;20
132114932;234466;50
1998335;45971;10
309249;33765;10
129161580;216668;50
2621696;248895;60
97708404;1039771;100
68028160;36041;10
50430272;670151;100
56471247;45441;10
267794;34467;10
34818340;34062;10
69079007;35936;10
3956271;783478;100
67112896;216931;50
86413897;841143;100
814847;34646;10
200191;404188;90
39808919;73232;20
100597311;841745;100
68156927;144391;30
1151176;477076;100
83738335;406478;90
16775111;36177;10
16576;848973;100
196673;36195;10
1052672;1100255;100
2098689;449372;80
114552319;1101551;100
7895068;154229;40
133955743;130088;30
1836548;342440;60
128185339;500477;100
13631286;37474;10
33666560;228849;50
119687679;168744;40
58711935;33672;10
123991359;34050;10
81784310;40028;10
30458144;34742;10
98759111;37470;10
127136255;904098;100
35684488;149902;40
33295361;34978;10
67211264;702328;100
1830911;266456;60
102236376;33632;10
67370932;140313;30
52690632;315856;70
589823;45729;10
126761415;40670;10
16760319;117926;30
15469568;582217;100
3903;1172854;100
1732407;574710;100
67146459;767076;100
38404;229122;50
50331686;394736;80
117337527;493623;90
788230;36080;10
133988043;39909;10
134214635;76084;20
18695;70617;20
76660224;601148;100
76761526;1090846;100
133949427;235136;50
16580222;186523;50
8536064;1040253;100
4194816;1071338;100
212864;34076;10
12583058;38733;10
798784;451684;90
1784;94198;20
117448704;180990;40
123973851;48645;10
120560589;42230;10
134185051;179014;40
133429757;1120808;100
4083639;140056;30
409603;42337;10
81489846;583524;100
123067839;110397;30
53526832;37084;10
127922127;41017;10
2583039;177171;40
119800255;93227;20
25165513;35161;10
50331727;43762;10
117176829;43198;10
229055;34139;10
56922185;488098;90
262836;45283;10
83850232;118842;30
132150791;303883;70
2504;678643;100
102559804;318251;80
127924287;354659;70
99942015;464380;100
19136896;679335;100
14909896;69300;20
32767;1479557;100
1081536;880643;100
1575947;45423;10
121371128;43823;10
19698241;231223;50
7878157;35278;10
117694964;120719;30
1802047;116812;30
1313496;33588;10
134201283;80481;20
117436031;42595;10
19796745;81496;20
102407;439674;90
57522136;230901;50
10506500;210352;50
120033796;37850;10
127922168;46225;10
117670338;538141;90
17926212;89027;20
117645712;44112;10
67375170;36862;10
14680055;44072;10
133954303;245982;60
63729720;272352;70
130027008;775862;100
241728;804175;100
50134719;35167;10
385;1115788;100
16013869;87082;20
121807224;38350;10
6558233;92115;20
1343039;139114;30
27160575;70513;20
117440948;203360;50
67627518;547931;100
16843393;130550;30
100655039;87333;20
126238719;35273;10
134192128;102974;20
132382710;695130;100
130283776;41501;10
119771391;122933;30
17073731;578393;100
1097727;307323;70
133936713;50744;10
8160768;40562;10
134184372;343043;80
2068736;33917;10
51220423;71343;20
10223620;838418;100
23856640;695770;100
133166586;1030072;100
2363979;1073702;100
92854348;38660;10
38534911;74398;20
134208319;33893;10
126229564;34762;10
57667053;34715;10
3145691;74276;20
68682239;222831;50
2032116;33886;10
115605505;34604;10
354304;193095;50
118199752;39375;10
33653208;84715;20
117407167;594627;100
108760803;39052;10
119539203;37719;10
19701759;80261;20
114917376;514759;100
134152031;136350;30
109183232;1194575;100
270592;678632;100
66067968;439976;100
105794596;75306;20
121500574;78653;20
3950593;33975;10
126091232;230238;50
134180854;1034469;100
65925849;34396;10
4623;394316;80
7355420;119894;30
24952542;36370;10
117700601;262748;60
66846207;660024;100
106638642;36165;10
113248768;36851;10
77070841;33720;10
81529984;41819;10
10246168;34137;10
127693767;82701;20
14940159;105288;20
10260;636409;100
58572619;75841;20
134217474;693938;100
133955023;121392;30
52466651;38093;10
8373247;35473;10
130804212;69822;20
1785856;381618;70
28498540;35112;10
14437828;42341;10
33353727;49220;10
134204924;126699;30
3669504;250824;60
92275200;34455;10
109281344;131899;30
246048;83985;20
84934656;625860;100
133949942;782401;100
16777271;769403;100
33308672;133076;30
132382751;38634;10
52727808;1119071;100
134214079;1102961;100
119796222;271009;60
133165784;495379;90
33685508;115117;30
100651006;147356;30
14680137;403093;90
54525944;41837;10
92269563;204972;50
186880;983860;100
133955579;1203996;100
134038015;168825;40
66847524;33659;10
9586944;445739;90
15852000;75440;20
1315451;35276;10
14683655;1107993;100
109163008;39908;10
27263422;36282;10
117688812;38070;10
81489331;36389;10
16613880;80873;20
109265153;590791;100
29389191;303472;70
134212680;113589;30
134216198;41232;10
127922683;43943;10
134217597;1056622;100
127913528;35704;10
14446263;319284;70
800347;318267;70
2620935;232307;50
33323;37629;10
16846993;35554;10
133417248;81266;20
98533175;34118;10
124621760;39155;10
7936;563091;90
6391324;76831;20
131857995;170937;40
27686;428226;90
81788507;96433;20
2342912;89991;20
119333432;622519;100
117473289;43027;10
15732224;890565;100
3108351;359430;80
2097126;34692;10
83787464;39629;10
33324863;1055322;100
39399063;45563;10
117669823;756719;100
33161472;35035;10
119513055;897217;100
3375104;85620;20
52690468;35481;10
2064703;179244;40
129859584;34242;10
1900592;35967;10
10255879;974287;100
1049915;36429;10
17828902;591198;100
118725064;48938;10
131850239;382735;70
129239040;36655;10
14712519;131181;30
31748607;78629;20
120559231;36024;10
24909729;184012;40
115700409;74140;20
67108863;1627395;100
84115007;33917;10
134185215;999906;100
83381764;35836;10
109273588;239669;50
110840100;208021;50
58515055;132150;30
2884352;818869;100
71551478;34110;10
126613951;35849;10
83625472;487671;90
31204;393022;80
121434575;47743;10
112200;637212;100
115211776;461211;90
77089830;1057331;100
14909732;35382;10
117682496;35985;10
9989126;341201;80
149540;1095360;100
134021104;342986;60
1576070;210004;50
119764519;34933;10
98562039;644173;100
60784639;191934;40
66879227;36976;10
62922179;153728;40
262239;692729;100
133168623;78203;20
132380632;394845;80
33295999;39408;10
94359524;35013;10
76679172;246825;60
19247312;34931;10
4981257;34682;10
133961216;1323389;100
81751846;40969;10
65139449;150868;30
115080767;924085;100
77294079;46457;10
121404991;759498;100
50528261;35746;10
20750328;106117;30
92422400;88407;20
113995263;38527;10
133989442;35266;10
117698687;807920;100
393248;508431;90
393289;35766;10
4992531;44479;10
76583425;47341;10
1161215;1021177;100
114930687;561318;90
66450259;37064;10
133332775;353644;80
20971488;39762;10
229816;1004342;100
2340;1237004;100
126079999;44209;10
78009145;41322;10
1722368;615207;100
132375036;754756;100
12607807;40515;10
1050635;285095;60
8528144;157965;30
68125183;33856;10
37520;401191;80
2387967;41615;10
133140479;641984;100
130015219;132961;30
33374197;37336;10
131853798;953224;100
3980815;61297;10
14708960;217403;50
77332992;291812;70
134119011;33980;10
134212001;485853;100
237572;44948;10
53844377;187746;50
126746623;372407;80
262198;462068;90
9455935;202097;50
64978815;36553;10
107780406;33799;10
34042412;39026;10
52531456;119646;30
83656455;79123;20
132351007;34290;10
134215519;37923;10
6209541;39013;10
221;722390;100
76705279;1041393;100
125801152;36966;10
1084416;69475;20
231935;1014032;100
19136012;36638;10
786954;34842;10
134214120;811137;100
123744256;53127;10
81423806;80399;20
130052103;129159;30
50228224;50008;10
24919563;852974;100
24127;149564;40
83951616;689658;100
68816128;67659;20
24908289;356175;70
62320127;38496;10
47803684;392679;80
125820861;70389;20
18977497;1044068;100
121633279;629489;100
2359103;57374;10
50593786;34554;10
9439744;69781;20
58572783;260812;60
51447940;264921;60
130022975;331194;70
96460667;144298;40
115232164;35601;10
109183396;109335;30
269954;34758;10
68092801;99339;20
75741183;193216;40
117506432;124761;30
155136;556466;100
52429311;1241734;100
9584784;38571;10
134103540;132415;30
19169793;368937;70
58467840;38537;10
27695949;241553;60
125681599;38520;10
133992960;1452609;100
93487424;35467;10
110849975;382840;80
134068957;459834;90
125697790;117118;30
83685319;70222;20
133403135;213691;40
1076660;41469;10
14680096;81508;20
124743614;40898;10
125960264;37824;10
119509496;197694;40
6293376;42424;10
106638806;114839;30
127928320;34375;10
52166655;1016803;100
25040779;39592;10
134217638;1212378;100
127009279;73020;20
1278152;33684;10
33357327;1027334;100
67376651;403708;80
110316966;659800;100
52934217;38883;10
29475783;351158;80
124522495;384776;80
1810359;35553;10
9702400;75337;20
114556639;281665;70
67077119;34993;10
196796;37126;10
115080685;38461;10
115601864;198729;50
31454207;38848;10
59537863;465242;100
57634156;237016;60
132362240;1101264;100
83623991;85338;20
83888128;38321;10
20750287;35008;10
1806841;77482;20
75645436;140044;30
127852159;117303;30
133165023;130609;30
263679;137596;30
77594331;79603;20
131855835;38315;10
125849087;49959;10
123993601;118270;30
19360772;39491;10
15959823;282222;70
112459775;414835;80
67142139;50746;10
46287872;34589;10
104799804;142978;40
134216836;35068;10
8129024;191776;50
132119972;34351;10
105062419;41610;10
67108781;37041;10
129497581;112809;30
134021063;984837;100
50430395;38997;10
134045689;35151;10
134197847;34023;10
18907137;649425;100
1116160;35185;10
97445789;343768;90
134114814;180667;40
16709627;36193;10
132116454;684139;100
125828617;39707;10
117683134;34261;10
120059903;1115926;100
1579547;233097;60
134109897;39035;10
100630495;346096;70
31781627;405782;80
2369060;37739;10
16580099;36527;10
130150648;385596;80
20971447;36589;10
115006169;472911;100
108674334;189180;50
119996415;34900;10
133922559;74929;20
1573910;39116;10
132904445;437270;80
48854139;35629;10
1050676;536420;100
1949247;38407;10
14713280;115579;30
57594697;78094;20
231297;34695;10
8405032;623047;100
41120;51659;10
18874632;35667;10
133988640;473381;90
132054447;40775;10
65388033;33647;10
10633476;39261;10
67118656;40210;10
134184454;1164758;100
65664;1335530;100
33293839;115417;30
9417;34096;10
76770804;50413;10
24100863;352116;70
8671785;37907;10
117402806;36856;10
2095048;83528;20
16516611;985231;100
2883591;272967;60
132382792;126298;30
16778752;1019964;100
107286592;35272;10
113475647;37450;10
72119849;35148;10
23986168;35148;10
113459456;946734;100
3414604;34959;10
1076742;315096;70
133464007;51953;10
133431279;201946;40
133206601;352717;90
77299675;80668;20
132120651;121255;30
62614527;39162;10
17860646;722525;100
16544199;490691;90
109527809;40289;10
134172583;895924;100
78337;34861;10
124223014;43903;10
50490880;355051;70
75760131;39134;10
133951423;1011353;100
65138688;926744;100
2897663;159768;40
131821375;242469;50
132641789;1132093;100
119438457;33864;10
33550343;115321;30
36882;292517;70
262;1123384;100
131148;37230;10
6036995;79260;20
83873336;36529;10
75497972;34448;10
50336767;88774;20
134199287;542893;100
117328969;82463;20
133821690;34555;10
134107099;256167;60
9548287;44544;10
81690559;1092363;100
132116413;294054;70
19971;119956;30
132317185;167958;40
134184495;641594;90
100794688;545375;90
496072;90723;20
112159;133485;30
92231585;190338;50
132617163;174219;40
67065845;412228;90
117374703;41948;10
52547688;35216;10
92012544;641657;100
125944032;382187;80
64876032;143469;30
2195712;38595;10
9540531;33774;10
67463243;148391;40
86234110;35917;10
16627273;344475;80
133991479;35735;10
10186239;584566;100
168447;576473;100
86430644;39337;10
115108870;339292;70
133742175;254236;60
526335;49920;10
16932865;36967;10
2097208;124539;30
24024907;75430;20
800265;521687;100
127881023;35832;10
77032740;37546;10
9662262;46595;10
134169024;301237;60
133976008;297588;60
32487387;71308;20
76804544;125981;30
1865968;36471;10
132958655;43967;10
7077890;88207;20
4198416;434057;80
17858568;35863;10
99467231;37256;10
16544240;84099;20
133692923;766335;100
1855414;39014;10
80373523;35968;10
136065;33824;10
7586332;76131;20
128422905;84521;20
123719671;35202;10
133955620;1254184;100
133150272;491882;90
132959334;36313;10
123734463;46758;10
67584500;782986;100
67765522;76631;20
58720247;707283;100
67502620;73134;20
29870023;240887;60
64999367;224311;50
122923478;35738;10
133953501;352886;80
119246840;42835;10
14891463;263620;60
38387711;117371;30
68945920;372491;80
12550079;89027;20
81620919;44516;10
134114855;920221;100
23959259;36510;10
65026;45467;10
18874591;77088;20
8391680;1027145;100
10448895;668685;100
58714610;35307;10
133893695;36018;10
65927166;136599;30
134215478;509293;90
134068196;156663;40
134209062;38372;10
133957124;535982;100
134069823;877280;90
14420999;509389;90
33406971;260806;60
34822;37326;10
132157950;44026;10
1188352;120646;30
58535607;39049;10
76592639;35833;10
58608127;577500;100
1970168;38009;10
57634015;39633;10
115232351;72913;20
15875555;33973;10
242384;34805;10
9435;75558;20
116162087;396996;80
1573892;649789;100
280;1066604;100
70041599;519214;100
68012543;34481;10
15790321;382977;90
72526164;48872;10
25052158;45661;10
99606511;184140;50
134190073;466923;90
57409542;493029;90
57448960;42550;10
102760576;46096;10
1310680;385037;70
124228072;34583;10
4498430;34653;10
47333466;181680;50
133932498;33994;10
134073856;167801;40
32703;1135660;100
2886143;216087;50
133951487;1175684;100
16512;1064647;100
116259069;34751;10
133955005;209437;40
133960642;53191;10
61341695;400174;80
79691774;43024;10
24680011;34421;10
81527291;206135;40
52691967;39262;10
128184824;1092448;100
133693912;310012;70
2373339;248870;60
33488687;38131;10
132353992;36872;10
14577190;223255;50
16977920;34920;10
75907764;34650;10
115034623;825407;100
115637823;583941;100
8523327;45391;10
57415179;231610;50
118473272;358533;80
134193591;39474;10
3151948;36291;10
76805118;76631;20
241664;1329971;100
8407092;603608;90
134086529;125595;30
124099182;186290;50
14455295;35603;10
94109695;1098453;100
1000;36750;10
96394094;35928;10
102425;80769;20
23855177;522937;100
48854203;334086;80
132379133;1069213;100
48894;93015;20
100433423;81135;20
58748988;81267;20
4722183;187933;50
134180198;59745;10
116916479;52501;10
300832;34237;10
123973833;33839;10
102731712;33950;10
67010359;39086;10
65811979;39132;10
68173856;558888;100
1282495;34951;10
19284260;97339;20
80720857;36062;10
26003043;918840;100
131548073;41914;10
133739008;35498;10
228991;437243;90
115071963;38121;10
109527973;84294;20
15974656;90160;20
25040884;75488;20
4718665;148961;30
133922623;521005;90
4268320;41399;10
130253185;73993;20
38420772;35604;10
132382651;34281;10
131788150;302608;60
132121084;510404;100
77312512;221841;50
14175236;926778;100
4203538;918571;100
17006784;909027;100
114978294;43256;10
6307840;927416;100
121634596;46603;10
116359095;359888;70
10336255;105979;20
65860347;85321;20
112984572;34882;10
16224248;141742;30
133152760;42690;10
114822144;782827;100
113352704;37210;10
77492022;39894;10
105850779;252673;60
31690510;324023;80
134118911;717817;100
134208383;447450;90
40669768;36624;10
3997375;42174;10
8648699;77082;20
127363508;34330;10
6041110;173108;40
151039;1326971;100
68814852;44340;10
258575;133346;30
133959243;81967;20
134215419;1027171;100
133988827;509073;90
8388103;491117;90
41943051;33949;10
16904703;46732;10
119636472;140238;30
131289;544264;100
10471935;33647;10
119304463;465587;100
133677042;34203;10
85100804;214966;50
16777212;1139736;100
131329278;36486;10
56852608;34533;10
83644356;173566;40
33398495;35535;10
134103440;33942;10
133408;131177;30
132642527;56402;10
134152692;36927;10
132382692;113715;30
119570432;1205444;100
14679768;34359;10
117402988;70811;20
16531075;42102;10
77182902;34211;10
8130487;35075;10
159433;150156;40
33792511;35988;10
26739199;325349;70
134214020;78983;20
33295876;117494;30
132644646;175402;40
126074936;273261;70
118720972;189815;40
133906432;1163278;100
2363464;884634;100
36900;668197;100
79092315;37426;10
41795295;720701;100
125586431;36747;10
40894464;42327;10
2617335;33975;10
134217538;41193;10
262052;1194967;100
130432767;153151;40
67338304;835873;100
80955812;125205;30
132940281;36454;10
3119;37463;10
6041151;603507;90
133668607;340318;70
133955684;358469;80
119245254;547753;100
50332160;1077802;100
788476;38212;10
23855136;98620;20
29374727;376597;80
119537371;295748;70
21757952;303654;60
536579;37231;10
119523299;492833;90
117231103;50332;10
134216139;195038;50
102566407;35898;10
124231631;155947;40
102745825;37429;10
69472777;526118;90
133168951;1001069;100
2405083;80560;20
57114112;442928;100
2109448;877176;100
794113;540215;90
77373007;372968;90
29144;79232;20
119303743;555461;100
17039166;35449;10
131819812;923066;100
196609;1039163;100
2440;72356;20
19134262;43979;10
16269344;38962;10
67332111;36096;10
115244983;443093;90
8138243;109642;20
58236495;42210;10
124762047;731699;100
2094656;166757;40
117186048;481821;90
116357017;67835;20
81686462;34900;10
491524;35613;10
16555578;36623;10
77070408;416096;80
16748512;303066;60
26266934;45147;10
130569;533954;100
134176639;83406;20
17022975;327522;60
66830303;111238;30
47803538;155021;40
1638656;36016;10
7087619;542368;90
76546103;206685;50
229670;113425;30
115081159;52583;10
67313801;35073;10
130220288;1036604;100
82026227;34360;10
6582841;56403;10
133693953;633095;90
58681344;291414;70
149599;293360;60
120828923;171026;40
16826464;766220;100
66058239;1017560;100
2929758;51135;10
117326189;33649;10
3839;1177812;100
321;637754;100
75495935;259583;60
107164159;115782;30
133956404;38020;10
134201347;396489;80
132367344;35111;10
100706305;35298;10
133990905;37992;10
133725697;73618;20
37749249;354806;80
233990;43934;10
1041;489043;90
124256216;172833;40
131848676;36766;10
262134;1271555;100
69066808;77150;20
16744953;39807;10
132374977;173585;40
134189312;551551;100
107426610;150703;40
19693119;43168;10
228353;35194;10
118456320;46616;10
16814593;399068;70
119295;43917;10
891359;35354;10
1181954;36567;10
114295072;348380;70
134156292;34853;10
26773577;33834;10
57410303;41284;10
131598847;261099;50
120847871;79403;20
15759420;1190609;100
36246666;826854;100
18612737;34960;10
119771596;406937;80
7880071;72105;20
127667719;218319;50
6304281;613846;100
9440259;510744;100
94058201;36889;10
133954367;34844;10
133955766;460037;90
495680;34057;10
81489190;644159;100
7091775;946545;100
4090880;35142;10
117674553;37502;10
56668232;453439;70
10251782;522549;90
100662772;39383;10
2895936;46843;10
124932;120368;30
134066943;309043;80
131968;33969;10
134217456;683661;100
125164991;107492;30
117435967;88571;20
126063065;41731;10
1207300;216407;50
33440032;34262;10
124031561;513541;100
29559864;36661;10
149558;816027;100
6820930;39632;10
485887;513473;80
64088310;361886;70
132140032;521029;90
10226436;37562;10
123965439;103271;20
4559;37754;10
166469;75002;20
127811196;39500;10
14825528;332623;80
82017792;34555;10
21275225;34433;10
37961728;37326;10
38722559;34827;10
26948160;36225;10
58646205;36823;10
4722944;115854;30
131248;520023;90
16777253;37943;10
132307456;79482;20
67142016;222663;50
3008512;354813;90
133955087;748410;100
12328527;82806;20
111631277;43352;10
229752;338630;70
56623136;126989;30
26340863;34462;10
19141339;504119;90
134205503;34117;10
65507271;38173;10
34687108;34124;10
1310721;249968;60
114969900;72830;20
133994423;88039;20
133166071;36484;10
117370606;628951;100
76958511;245201;60
129234943;643651;90
3160;36133;10
134105600;800456;100
66949833;43006;10
101586699;34499;10
67129343;419870;80
273408;247490;50
94408776;37142;10
18977433;174010;40
66851329;455367;90
117801921;131730;30
10768928;34964;10
77487743;41906;10
118514048;38845;10
66714847;260716;50
18913348;33818;10
98496373;41632;10
132083703;850237;100
131330039;317190;70
524544;1110381;100
33566721;128829;30
134150655;427357;90
74240;640183;100
23196409;39317;10
16545785;96371;20
12816263;34109;10
115005800;246136;60
16801920;33943;10
133996542;349209;70
121628280;74415;20
31688432;34748;10
102465023;39092;10
117440205;40228;10
71968019;34043;10
1984960;111072;30
134216777;993810;100
14436388;180439;40
119833024;40918;10
117941201;35169;10
1127065;34605;10
133993024;1054209;100
133955046;483595;100
67503012;34527;10
3980382;47021;10
76547584;596628;100
1575970;38056;10
131597407;39966;10
1872384;701380;100
16547904;753854;100
56626695;39094;10
131899368;37256;10
115079678;37012;10
10190536;34390;10
20812745;87320;20
68030215;324760;60
16775175;41686;10
362;75760;20
19398153;376466;80
10013734;33793;10
24689886;244084;50
66862603;776784;100
553408;160467;40
133963481;39456;10
115499040;88011;20
9193907;34028;10
52723711;243092;50
67129384;78419;20
3880;33733;10
113920004;37127;10
67114500;34750;10
134215378;36347;10
15926844;34134;10
66911855;450910;100
121544527;129373;30
16627419;636301;100
132350392;36237;10
286719;158619;40
4062695;34543;10
527383;37509;10
124236507;585947;100
4194301;44996;10
10452987;355602;80
103104;40647;10
127388134;37036;10
75852196;106105;30
109031935;36677;10
133152719;691947;100
67084237;34350;10
261414;53295;10
16814552;96922;20
41945088;57736;10
3948000;149987;40
132379215;35576;10
374710;549209;100
56865240;988631;100
102621214;578463;100
126820337;33622;10
50434264;938736;100
23900232;40052;10
33300032;33797;10
67256752;952573;100
134217497;337389;70
77351940;116226;30
67367929;264062;60
16760383;36218;10
2097536;638110;100
2084863;360346;70
83860991;43381;10
35787207;34591;10
57671314;414351;80
81526489;384463;80
86496233;105270;30
14880376;527010;100
113114879;37133;10
1053187;39514;10
126865351;326326;70
117336064;74769;20
8118;193468;50
132644687;35958;10
114896022;48720;10
42069658;34028;10
14515903;254301;60
16284733;35296;10
1838603;670384;90
95868928;37331;10
1802744;823100;100
115342849;460207;100
46752914;453765;100
9588735;374522;80
39471396;338557;70
16675272;43968;10
4600;696959;90
1986359;252418;50
115290079;34225;10
125024312;33900;10
132352511;244671;60
28761014;276534;70
29357055;45770;10
56625975;34654;10
21012592;34588;10
58496950;33689;10
118242360;486814;100
83657152;35843;10
133961239;36388;10
8519686;95658;20
75647268;1210136;100
2490358;48232;10
794236;70743;20
17845567;340901;80
132186240;261206;60
100892800;164938;40
133037819;38472;10
119391857;495132;100
16522763;89337;20
134189476;34630;10
119787992;35678;10
95867611;227059;50
787200;883028;100
33882785;40563;10
19136217;142566;30
52167088;33878;10
15958588;37934;10
124105416;645761;100
33357760;624535;90
50363904;829257;100
56881595;34092;10
134184559;633913;100
131295743;331231;70
117637377;240688;60
157952;91798;20
122402258;208911;50
50565624;1041358;100
100650983;136193;30
26397028;193462;40
115043181;36088;10
70840719;69050;20
69218328;76366;20
117901063;82634;20
55807;177990;40
98784;716625;100
31604679;384959;90
11817000;286519;70
81264676;270475;50
2052007;87895;20
2101569;36593;10
134212703;166523;40
27663;37205;10
130728320;33749;10
16642047;36927;10
134152136;40655;10
134155654;246155;60
123731647;33916;10
9455689;618698;100
12779520;969982;100
133414655;35474;10
108761031;454104;100
38530550;36597;10
133955602;745502;100
77515846;37870;10
124629721;1050572;100
57127423;42462;10
95532763;331540;80
32306939;613066;100
70917518;41353;10
58506825;35242;10
19394038;375468;80
133887999;203449;50
118461401;35293;10
69190143;34077;10
125567483;33768;10
58682661;192840;50
114933321;188789;40
81677863;702893;100
82579455;36096;10
5115;711116;100
129471451;37373;10
254460;1011408;100
132641725;33894;10
10506600;282452;70
38347409;37200;10
76705215;871410;100
117243899;34393;10
2593224;37132;10
67071049;260272;60
1067300;1125411;100
117702182;158527;40
132606;38065;10
6328392;131582;30
1182118;36089;10
31486343;202786;50
790039;466529;90
523783;768244;100
16389;50592;10
134213423;100016;20
130253308;37818;10
38357284;41267;10
19772634;37834;10
77590526;33991;10
2897499;543941;90
16613183;143241;30
306592;37480;10
37773360;77345;20
114036736;40856;10
260097;448774;100
2130433;45472;10
26943;39262;10
17829376;33907;10
132120487;40262;10
76696060;494266;100
58701691;40087;10
1579611;80875;20
8142399;1180315;100
134094367;42860;10
134215542;38598;10
10272767;124268;30
123730927;70927;20
124254015;77686;20
1835044;763038;100
86048768;88475;20
3677196;298198;70
67765504;668404;100
134152095;202000;50
76091976;34078;10
76791807;226779;60
68159620;33944;10
101387654;34553;10
117698623;1168385;100
26791044;36498;10
125960961;193044;50
27261959;45486;10
33464143;108679;30
101515824;34229;10
68166656;38994;10
77352455;587786;100
134217661;1157526;100
2064639;49296;10
198;780062;100
81677822;34774;10
33324617;34923;10
14913273;136052;30
19659256;34394;10
92274685;44181;10
8391744;34177;10
196732;369769;90
18911311;35694;10
133952763;102448;30
10752;39010;10
106917799;35493;10
57072493;162348;40
107426815;71118;20
133166030;37693;10
78806455;35759;10
121622479;249591;60
46490289;925120;100
134214143;1462965;100
100224;36493;10
116363456;76032;20
10493968;536036;100
10190372;37007;10
1586688;330151;60
48758784;113285;30
260056;544828;100
52461119;70449;20
38896;38892;10
133684201;172414;40
127633856;86478;20
16645647;135750;30
1311236;42769;10
56725960;157929;40
71010016;35755;10
19005700;33965;10
117932807;35431;10
133417453;242527;60
112113407;113158;30
66977339;36298;10
58556159;76306;20
262175;713764;100
2293824;42627;10
67113985;44632;10
40876031;34226;10
134197952;937874;100
101910560;38205;10
18980992;35308;10
100663615;259190;50
124754414;35141;10
117439485;812433;100
114510308;34384;10
1261984;76613;20
14938619;36336;10
118464960;34336;10
67110467;33658;10
81302016;666821;100
59769472;35470;10
122664955;82486;20
134107081;44426;10
131857790;74389;20
19398235;222091;50
131330554;35231;10
133010395;137331;30
134185279;873485;100
100924544;42283;10
124649471;1120675;100
132362304;909866;100
131972608;73476;20
119914494;75113;20
59360482;795313;100
134086652;1091492;100
132907302;358069;80
58459651;37215;10
67108348;939070;100
58719960;42002;10
119307384;121361;30
134199351;35652;10
100039102;39755;10
75546112;169728;40
7106052;163341;40
1601480;39812;10
2884106;37455;10
14929464;464203;100
57109792;71697;20
131166;602425;100
121413631;41140;10
100564988;41494;10
38176;39483;10
127125519;36357;10
115079163;802682;100
133958400;35009;10
119279158;258673;60
67631615;212494;50
57671478;602082;90
127901470;71496;20
8521764;34709;10
37898240;511387;90
126326751;74218;20
96468487;35766;10
83656391;80796;20
67330548;36432;10
16517126;216329;60
129990078;35715;10
26317513;37974;10
48854162;38043;10
133417412;45179;10
50479360;43221;10
117438683;72604;20
66928128;35870;10
33340931;37062;10
134215460;1002093;100
114835455;155354;40
134060504;38360;10
123734527;491718;100
17966660;33676;10
786439;1088518;100
67158084;35223;10
1722427;34717;10
134217579;926264;100
126083576;1123227;100
134021086;332830;70
11850020;40882;10
37579;500269;90
126058950;34510;10
100860336;1038495;100
107347979;38364;10
134169088;487923;90
131850672;34904;10
80635705;41761;10
37814528;595630;100
687935;34817;10
2372104;38349;10
52297728;35741;10
67071008;39405;10
64209280;84236;20
124705718;164129;40
83787751;749770;100
12640312;70774;20
126646392;34932;10
1013687;38301;10
77220324;415373;100
124771325;183739;40
19698633;436451;100
162108;258542;60
151554;41635;10
69144327;656209;100
12353071;225132;50
119512540;131473;30
123953568;39003;10
80898084;296201;70
1840640;813772;100
38692132;36288;10
133983746;53109;10
8142358;70819;20
66551743;81931;20
43778559;36240;10
132120446;37114;10
16741312;69173;20
13126690;37954;10
42008576;191664;40
124236343;35903;10
1065222;38501;10
917940;39267;10
