Pattern;p
131783679;6.16347e-07
115080712;3.69513e-07
33556481;4.10845e-07
117370743;6.86287e-07
18912036;3.20864e-07
117442502;1.40652e-08
134201846;7.83493e-07
18612737;2.42085e-07
49625757;7.57794e-08
129425407;4.73241e-07
134115295;6.51498e-07
131291;5.75964e-06
1591302;4.31181e-07
109051915;1.07084e-06
35195910;5.69061e-07
117932224;7.00215e-07
126077408;8.76065e-07
134207483;6.89649e-07
131845604;9.67909e-07
25031;2.92006e-07
67110980;1.17634e-07
104362209;7.49841e-09
129457069;3.62491e-07
67369462;1.18907e-07
67005440;1.78105e-06
133955135;1.62836e-05
134200447;2.23339e-07
223707;7.54295e-07
1572992;2.97196e-06
66885377;1.5324e-07
81686464;2.06456e-07
66059777;1.8437e-07
131820978;3.12797e-07
117469247;1.65806e-06
116129796;4.38657e-07
63147919;5.29433e-09
16990718;2.78009e-07
4989952;2.26475e-07
132100568;1.10136e-07
15856031;5.22617e-10
33628240;1.40516e-07
50366656;1.61125e-07
56996443;5.96556e-07
119837622;3.66968e-08
32830333;7.7938e-09
127889399;2.23953e-07
134092788;1.38857e-07
3964863;1.15494e-06
67324407;1.97208e-07
20188163;7.31663e-08
127959039;4.94804e-07
110361823;2.35132e-07
84017540;6.73948e-08
126600642;1.63943e-07
7082752;3.10071e-07
261726;4.75967e-07
77286902;2.20294e-07
83628031;4.03187e-06
66177270;4.90805e-09
10633216;8.65726e-08
69078531;2.70829e-07
47824459;4.94895e-08
117341879;1.48946e-07
1732022;2.52856e-07
10260039;6.36252e-07
52634000;1.69123e-07
58047195;3.26431e-07
95344429;3.48563e-08
130571;1.64826e-06
134217358;1.41016e-07
100892928;3.28578e-06
58719584;1.36108e-08
10239;3.82998e-06
788478;3.78897e-07
133693363;1.28541e-07
39622217;3.63332e-08
39714815;2.8703e-07
1843199;8.31978e-06
12717624;2.44494e-08
67106783;9.58025e-07
32787;8.55592e-07
21275225;1.04819e-07
133955814;2.16818e-07
57016831;7.81653e-07
532612;6.98261e-08
897536;6.18006e-07
134089990;3.88372e-07
35986061;9.31848e-08
52691008;2.49702e-06
100597375;9.19101e-06
43731364;5.29433e-08
133983999;1.67669e-06
16778239;3.55495e-06
16518855;9.54207e-07
147482;1.75849e-07
31486008;3.70053e-06
101572622;4.58994e-09
117329206;4.25478e-07
117948415;8.23167e-07
19698441;1.72691e-07
117440383;1.18485e-05
16814098;1.38584e-07
134201167;4.46587e-07
117145591;4.20138e-07
10465792;5.50702e-07
8126960;8.17963e-07
15759646;3.64923e-08
134104062;2.01707e-07
134215239;1.0084e-06
2032000;1.27893e-06
121585209;4.38544e-09
124387328;4.23774e-07
16761328;1.21929e-07
66568;1.32449e-07
15876;2.18963e-06
1839043;6.49317e-07
133394367;2.33655e-07
100794383;1.53967e-07
115146752;5.79559e-07
50344067;2.00412e-08
117698783;4.44838e-07
133955855;4.65402e-07
18772487;3.70376e-09
67419393;5.20344e-09
117472847;8.47775e-08
117326367;3.49926e-09
132575867;3.42428e-08
196880;3.81874e-07
125829439;4.59266e-07
134169505;3.4161e-07
25017951;2.51567e-06
323;5.94942e-07
50294710;1.47901e-07
134142719;8.5691e-07
75034849;2.84031e-09
19701321;1.64261e-07
124733860;9.79111e-08
52609456;4.33545e-08
132370424;3.52403e-07
127125952;1.87578e-06
81677350;1.66058e-06
114969453;2.41653e-07
134205405;1.03728e-07
66911771;9.95039e-07
131751935;2.6942e-07
786441;2.43348e-06
2361024;1.30404e-07
134213840;3.39769e-07
19141385;2.8035e-07
133149693;3.30135e-07
126830114;2.27225e-10
115067360;1.09999e-07
75220542;3.49926e-09
263804;4.42406e-08
33422077;2.16454e-07
127913943;2.82917e-07
81266692;2.25355e-06
97445746;6.77129e-08
134049524;7.68019e-09
63205647;8.0892e-09
229303;2.59977e-06
132773080;1.36789e-08
132120359;5.15709e-07
24689886;6.15392e-07
134216679;1.49673e-06
2113552;3.50767e-07
118361607;1.56899e-07
99540847;2.10342e-07
16779556;9.03036e-07
51609599;6.12552e-07
133758847;2.23316e-07
1835525;5.10846e-07
75501116;1.67692e-08
820737;1.92187e-07
133984719;9.62751e-08
117414399;4.0855e-07
113377280;1.09447e-05
75515908;2.47086e-06
109298175;1.38475e-06
134115254;1.76222e-06
8142431;6.2899e-06
117601081;4.85579e-08
106706;6.20096e-08
3820543;6.4759e-09
113246271;8.98855e-07
1846799;5.7072e-07
100923519;2.03321e-07
24680011;1.68055e-07
1829888;5.35341e-07
67898374;1.99708e-07
124256255;0.000187923
100859908;1.37798e-06
50067439;3.22659e-09
63424483;6.78266e-08
133150413;2.71283e-07
134214560;1.01174e-06
125549790;5.18027e-07
33316391;3.22318e-07
46137856;3.93076e-07
133953016;1.8362e-06
110250277;3.98552e-07
13633024;7.38026e-07
57638838;7.55636e-07
118242528;9.33893e-09
133992475;2.20203e-07
114819391;7.68042e-07
17001910;8.54024e-07
1043;1.62822e-06
134180059;1.27596e-05
117590527;2.72851e-06
96395263;3.72496e-06
119796208;7.83834e-07
115236142;3.14024e-08
67133446;5.05098e-07
125960448;5.63076e-06
1146904;1.57308e-07
63300551;1.49968e-08
133218303;1.03955e-06
23445503;5.14914e-07
186367;4.97236e-07
66846720;0.000337437
23597825;2.29724e-08
17846271;2.94619e-07
130150648;6.84014e-07
2368019;1.42493e-07
134174463;1.52786e-07
129217535;3.86441e-07
117675000;3.07639e-07
110313888;5.63315e-06
134085711;1.18611e-07
14911006;5.71924e-08
4191227;7.47115e-08
58462729;7.78562e-07
151041;4.87738e-07
134217399;8.17041e-06
6606113;1.13612e-10
32705;4.58267e-07
14437926;2.81772e-06
16776758;6.8022e-07
65791999;7.86197e-09
119796167;1.62488e-07
50561504;1.85449e-06
118431288;2.02457e-08
116652538;5.62154e-08
8403975;3.92871e-08
76958516;1.10136e-07
7987680;3.69694e-08
29323263;5.4643e-07
115310143;7.00306e-07
114834944;1.00856e-06
134180100;1.48214e-06
67108223;3.85623e-07
38159360;6.72358e-08
47972297;2.20635e-08
35848672;6.08962e-09
107778048;4.71105e-07
66579949;9.27077e-09
94819035;2.64489e-07
261644;5.21208e-07
117470008;1.51332e-08
116883327;8.63454e-08
161595;4.8308e-07
128185321;4.32863e-08
92798976;3.96575e-07
75044;3.18514e-06
48896;1.55606e-06
34824;3.82601e-07
2142416;1.36812e-07
23855359;7.98195e-07
57411075;4.89396e-07
133430782;5.09526e-05
16022589;1.71555e-08
2359584;3.4659e-06
98990909;3.93326e-08
134054400;3.04406e-06
215231;9.72067e-08
123723743;1.24814e-07
70779124;4.77172e-10
119781375;2.6419e-06
134185017;2.85053e-07
2621438;2.21669e-06
116288516;1.9614e-07
75760131;1.62443e-07
126820239;7.40525e-08
38873252;1.9689e-07
2483;7.47478e-07
14565376;9.43096e-07
117337600;4.79212e-06
100924959;7.2137e-07
19033088;1.03501e-06
134070199;2.61504e-06
134066681;3.35065e-07
66583549;1.42211e-06
133427264;5.48429e-07
1269952;8.31642e-08
76761508;1.28132e-05
6036999;6.35025e-07
131332;4.9121e-06
526337;1.46967e-06
132350428;4.44679e-08
18633;1.12408e-06
117670083;2.48107e-07
29590403;6.22595e-09
132104127;4.21933e-07
119279167;4.29998e-06
15875102;5.45339e-09
52463655;1.32745e-07
115156627;8.40049e-08
82080;1.18995e-06
6829146;3.04186e-07
110890553;3.04481e-09
27053925;7.86197e-09
4982278;2.06593e-07
34603136;2.27997e-07
16746495;7.90651e-07
123953584;4.07664e-07
118373601;4.63538e-09
16516098;2.75896e-07
364;3.50701e-06
14917363;2.09956e-08
133988278;2.86969e-06
29294399;1.81257e-07
109053952;3.16174e-06
57147904;7.90878e-07
248292;2.66628e-06
83885606;7.10304e-07
133955094;1.41129e-07
85085695;1.78599e-08
393209;2.22657e-07
14581567;7.5724e-06
117803047;4.22638e-09
113180543;3.14297e-07
19926022;2.22294e-07
132120318;5.47248e-07
23957504;6.25822e-07
76846742;1.51786e-08
132379579;7.12736e-07
67108943;8.41163e-07
9584770;8.83904e-09
14397952;2.17136e-07
133958694;9.65705e-07
100777472;6.29162e-07
16514;2.56014e-07
100884534;3.018e-07
127363508;3.51517e-08
33357313;1.20765e-06
23700690;1.91959e-07
124764123;1.88324e-06
115339007;4.66629e-07
133134263;4.49337e-07
115339768;6.75562e-07
16842880;8.65378e-06
41762455;5.01008e-07
134216000;8.46934e-07
14807544;8.01421e-07
114947584;3.23795e-07
85351213;4.13549e-09
1196033;2.79191e-07
134020619;5.06132e-06
67343355;1.82052e-07
77329920;1.21504e-06
134179895;9.53571e-07
7091784;2.14364e-07
16814736;1.25769e-07
119507960;1.33654e-07
16757687;3.10162e-08
23892781;6.99852e-08
133984760;1.31672e-06
225024;1.13151e-06
132382336;4.6422e-07
1861632;9.13352e-07
16941384;4.07709e-07
10223624;7.52068e-07
133962253;3.35997e-07
34145281;8.91629e-08
3715641;1.59057e-10
17007032;4.14799e-07
1207;1.7569e-07
66961023;1.60991e-06
85494854;1.7469e-07
57521737;5.42011e-05
120822605;5.40795e-09
87480872;3.15842e-09
133136382;8.66794e-07
132247768;6.80606e-07
16675128;2.2568e-07
84382200;1.67237e-08
56772608;1.01672e-06
120035275;1.77896e-06
242614;1.09352e-06
116419361;9.08899e-11
57514701;1.43424e-07
132939848;3.59356e-07
117460935;5.23071e-08
67114580;7.49841e-09
100597252;1.61807e-07
133509103;8.40731e-10
130006966;1.13976e-07
109039160;9.06626e-09
67043295;7.06237e-07
67118098;1.83143e-07
133986879;2.61536e-07
17009151;3.30521e-07
92536320;9.44096e-07
123993599;4.48605e-06
77286820;2.61604e-07
22588510;2.94688e-07
8253895;4.04005e-08
131854841;2.79009e-07
83032892;7.74836e-09
256007;1.12994e-06
7867904;6.84105e-07
134214396;4.11049e-07
16535087;3.8994e-07
132366824;3.89259e-07
119522032;1.277e-08
102731771;3.75602e-08
129759740;4.6781e-07
100921359;1.62897e-07
76697382;1.61057e-07
17045051;4.47633e-09
131858359;1.939e-06
133955896;1.404e-06
132747775;8.86403e-08
111050303;2.33769e-07
57410560;1.75352e-06
98312;4.7714e-06
109182719;3.43177e-07
165856;4.97622e-09
8239103;9.49685e-07
66895375;3.95073e-06
20222541;4.73786e-07
271396;5.50065e-07
115076351;6.66723e-07
115298231;8.1869e-07
19201993;2.31087e-08
81818175;1.46401e-07
117333567;1.28473e-07
75448223;6.74062e-07
115305987;1.74531e-07
19398527;1.18761e-06
133273151;6.52135e-09
4178431;1.04237e-06
1572869;5.50997e-07
9585449;1.1793e-08
52802267;5.85567e-06
50332032;4.04412e-06
213030;5.92534e-07
66584064;7.41638e-07
99602175;5.88512e-09
117937018;4.31727e-10
1199551;2.7159e-06
133958015;4.88783e-07
57634559;1.81166e-07
134194687;9.8261e-07
2101763;1.11395e-06
128290820;6.86218e-09
133674971;8.82131e-07
528;5.46775e-06
132344832;3.25988e-06
132633080;3.96598e-07
133430267;1.8053e-06
19176009;1.06423e-06
59121208;1.11113e-08
24969214;3.17592e-07
100924918;1.50445e-07
28672;5.71064e-05
1574988;1.65033e-07
66189820;1.51654e-06
19136591;3.9837e-07
308736;2.35178e-06
23986432;3.72717e-07
112384;4.19927e-06
19145746;2.4797e-07
132350469;1.86779e-08
127135230;1.91178e-06
67256740;5.84256e-06
53923174;2.92211e-08
6303752;7.46578e-06
108477164;8.18009e-09
83885647;7.01374e-07
1304576;8.7811e-07
134209479;9.53366e-07
19173890;6.30776e-07
15999;3.8503e-06
8538420;3.96711e-07
114856813;1.68987e-07
134110975;9.06581e-07
117440506;1.46771e-06
16547801;4.84102e-07
98271159;5.26479e-08
19177408;4.59221e-08
113992064;1.40902e-07
9441867;1.14385e-07
123730943;3.29998e-07
76709376;9.76952e-07
133988319;4.01929e-06
83727337;1.29518e-09
6357447;3.06753e-09
126349816;8.05807e-07
124462482;5.76242e-08
10225702;4.08095e-07
133435904;5.43635e-07
14737863;6.07371e-08
12861985;4.85943e-07
67108779;1.00252e-07
70211491;2.6608e-08
4718738;2.13455e-07
107319496;4.4886e-07
67277128;3.32589e-07
10223583;3.86782e-07
196160;4.21752e-07
117669919;9.42278e-07
14709040;2.47175e-07
25165748;6.04122e-07
77229092;6.9074e-07
50364455;1.49332e-07
100868384;2.28452e-07
3137536;6.81969e-07
96402814;1.7394e-07
76021247;6.33502e-07
18911234;3.59333e-07
81264655;2.62808e-07
76807880;8.23462e-07
110620159;7.16666e-07
133990438;1.61148e-07
134180615;5.62108e-07
9177092;3.86327e-07
132140583;5.15141e-07
7098141;1.59057e-10
126089279;5.84535e-07
1310213;1.67465e-07
124632991;1.37471e-08
18797;2.17227e-07
24924159;4.87215e-07
19287186;2.98573e-08
60784584;6.63496e-09
65798151;3.09844e-07
123731663;1.25882e-08
119410176;2.12387e-07
126087160;5.45794e-08
134082111;3.82964e-07
134217235;5.70154e-06
115343286;3.94635e-06
77332039;4.66492e-08
639200;1.52922e-08
22282239;4.69105e-07
8175615;2.48706e-06
62353407;1.59148e-07
52539611;4.25319e-07
16678687;4.17344e-07
119508721;3.2425e-08
56733787;2.96824e-07
12099199;8.40731e-10
2622240;5.31251e-08
54636608;9.91608e-08
117477887;1.43881e-06
66273696;6.10098e-08
24115199;2.58102e-06
127123956;2.89825e-07
14679456;4.07868e-08
17018944;4.80716e-07
67330559;1.92882e-06
56208534;3.48972e-07
524300;3.14547e-07
295384;3.75489e-07
133431584;2.30974e-07
110210262;5.60336e-08
16678;1.2788e-06
16535046;4.28734e-06
224263;2.6927e-06
133417471;1.23033e-06
16810457;2.52808e-06
77168566;6.79402e-09
134201764;4.87806e-07
4062975;2.79386e-06
121372607;1.98981e-07
12585216;2.11978e-07
131320292;5.65296e-06
133843238;1.52604e-07
131858400;6.63723e-07
263681;1.57243e-05
127725967;1.06341e-08
100674051;8.18009e-10
16823809;1.46083e-07
446;2.40702e-05
100655062;1.04978e-08
100860031;2.20249e-07
13402112;5.52065e-07
119414332;3.29248e-08
98353;2.49515e-07
134182775;6.34184e-08
134216556;2.52333e-07
81528833;3.54948e-07
100679688;1.63034e-07
125893647;7.26437e-08
15488555;2.31724e-07
133824928;3.35111e-07
58719748;1.49021e-06
23859720;2.96324e-07
132108283;2.0457e-07
71967816;2.50629e-08
117183487;1.22156e-06
123974651;3.03658e-06
1272832;4.0486e-06
95617024;1.02115e-07
16547719;1.70664e-06
134086267;1.87249e-06
133166048;4.71673e-07
13639463;6.08962e-09
130052103;2.77623e-07
19271077;5.45339e-10
111067;1.03537e-06
76583425;3.52948e-07
14450681;3.57856e-07
102240199;9.54343e-09
33423353;5.15391e-07
102591;1.48264e-07
19136550;1.75222e-06
223543;3.35656e-07
117436350;3.00414e-07
13839;7.30141e-07
158920;6.36547e-07
134119369;7.30323e-07
33882625;1.58946e-06
50593289;3.90349e-07
1867848;5.82877e-07
9465855;9.62546e-07
124780232;5.85194e-07
134169382;1.41334e-08
113242630;1.09068e-09
8396816;3.424e-06
114442678;1.87119e-07
119689023;2.11319e-08
6057510;2.31087e-07
134211639;4.01279e-07
67105343;2.68307e-07
48065205;9.76612e-08
67108861;8.70741e-06
2619401;1.62238e-08
6291161;4.43542e-08
2621520;2.97892e-08
117177850;1.8337e-07
14912569;1.12249e-08
49060;4.51495e-07
133168846;8.97765e-08
534175;4.95122e-08
100663497;7.60816e-07
50343944;3.55288e-07
12599329;2.30292e-07
117572094;4.93918e-07
58572507;1.71459e-05
61724651;1.07864e-07
32760775;1.14521e-08
56398529;3.63559e-10
113358847;7.59453e-07
120748007;2.36314e-09
133988360;9.70681e-07
10385352;8.26189e-08
109310971;8.8913e-08
19295744;9.52185e-07
95869887;3.03118e-07
110325759;1.6581e-06
14167555;1.72464e-07
8130560;1.29636e-06
67106742;2.84122e-07
95607149;1.09013e-06
2565;4.84457e-06
75497475;2.84565e-06
19666943;6.0778e-07
75741183;1.09154e-06
6553179;2.02684e-08
79913392;2.26602e-06
111038391;1.62238e-07
134002432;1.85881e-06
2134104;8.86222e-07
10220024;3.7258e-07
102255670;3.31748e-08
37781722;3.90826e-09
133855232;9.86155e-08
2358782;2.00844e-07
14708999;2.15704e-07
21645604;3.20387e-08
589825;2.36654e-07
117407486;2.47788e-07
10223542;7.54e-07
12471077;2.46084e-08
24070144;9.01491e-07
115080630;2.63833e-06
75267839;2.81304e-07
66315233;1.5474e-08
16617400;2.95165e-08
114968651;4.52518e-07
124223996;1.17702e-07
84181569;3.32248e-07
134201085;6.05758e-07
117669960;1.59334e-06
57259081;5.4877e-07
52527576;4.517e-07
134197567;1.20329e-06
133104000;4.57312e-07
131455;1.13721e-06
117673478;1.04728e-07
114933471;7.24528e-07
270079;3.4053e-06
124779512;8.51411e-08
133168126;5.69602e-06
97183090;2.50881e-06
114295519;9.39347e-08
20749831;1.95724e-06
105850674;9.36847e-08
39661079;3.24363e-07
134217276;6.07067e-06
124097225;2.76839e-06
25792;1.54854e-07
31781887;2.87348e-07
4727811;5.39772e-07
535574;6.16574e-07
3785486;2.27225e-09
32828;3.62969e-07
265759;4.34038e-06
67370697;7.18552e-07
58605568;1.41491e-06
66632719;4.38998e-08
800472;2.78941e-07
1068583;4.10886e-06
393332;2.71988e-08
133091327;2.97823e-07
115343327;2.5795e-06
58682367;1.80189e-07
133464007;1.26655e-07
114444797;2.11092e-08
100513499;6.12734e-07
94150223;5.14891e-08
114479977;6.85082e-08
14913248;9.13443e-09
117438428;1.15203e-07
134168703;5.93852e-07
1675775;8.46866e-07
6291840;9.90836e-07
134143995;1.16353e-06
295425;1.44442e-06
1794111;3.74693e-08
124630234;2.44198e-07
14708279;2.2702e-07
83873735;2.83417e-07
198917;5.06711e-09
31690296;2.30179e-07
115240503;7.64452e-07
17039332;5.11528e-07
60411366;2.32519e-07
19173849;1.30859e-07
23893583;3.92212e-07
16810416;4.12254e-07
118457313;2.14909e-07
8282039;1.57535e-07
114894153;1.96322e-08
76677632;3.07049e-07
31657955;3.93099e-09
487;1.01678e-05
131828096;5.13073e-08
33338880;1.0029e-06
28587527;7.90742e-09
64204800;2.37223e-08
110886912;8.28461e-06
10027008;9.10989e-07
134181376;2.18747e-06
75645436;3.94303e-07
13126660;3.00641e-07
798271;6.01305e-07
14175270;6.44925e-06
1198152;1.39357e-07
117391295;7.5359e-07
91404636;1.30661e-06
8405251;1.0825e-07
10452955;1.76145e-07
110132743;1.15998e-07
131847167;4.02551e-07
24952385;6.05326e-08
134184894;4.47451e-06
33333243;1.06477e-07
134139757;2.56537e-08
130540016;1.08118e-06
4465155;3.14229e-07
117440547;2.16068e-07
26214399;4.28159e-07
66022911;3.93053e-07
134149632;1.25717e-06
50434136;3.32407e-07
67113983;2.16722e-06
130007007;3.68797e-06
1048792;2.09008e-06
18616319;7.68905e-07
25095;2.24271e-07
133168659;1.44651e-07
134217340;3.32037e-06
100753584;1.70032e-07
125828824;2.17249e-07
67256822;8.73701e-07
131923966;1.51218e-07
119534559;6.94398e-08
16515132;2.52038e-07
133972479;9.68727e-06
76679172;1.11944e-06
58523501;2.1859e-08
110624256;6.76402e-07
117440447;5.23485e-05
56145110;1.33154e-08
25059119;1.33176e-07
115327487;5.14209e-07
81376183;2.88803e-08
117198343;2.42826e-06
105079184;3.90031e-07
50590204;5.88853e-07
133957687;1.66024e-06
393227;1.96527e-07
67268096;9.01491e-07
124028966;1.14294e-07
133956288;1.68439e-06
16744440;1.85333e-06
20965887;3.35793e-07
134197631;2.82986e-07
130540449;9.94108e-08
16973830;1.72191e-07
261703;2.72256e-06
133939459;1.11022e-07
132612551;1.89846e-07
45875200;4.18616e-07
77336359;2.155e-07
67211849;8.1301e-08
134180041;2.01916e-06
47399296;5.58745e-08
39398400;5.01939e-07
278532;7.69019e-07
115083264;1.24552e-05
65928955;7.44979e-07
19922937;5.85126e-07
53582028;1.32729e-05
133953531;7.20059e-06
19398176;3.32907e-07
1938431;1.04446e-06
77280832;3.66741e-08
19458;8.74497e-07
58465855;2.64808e-07
114552228;3.96007e-07
132276222;1.95413e-08
83836928;7.18462e-07
94039415;6.70313e-08
163837;4.39066e-07
16746559;1.56058e-07
9964550;1.20859e-05
24903689;5.78946e-07
101385243;4.81716e-09
4190712;9.55752e-07
76578367;8.12328e-07
130635;1.24885e-06
14818695;3.34929e-08
2397129;1.5549e-07
117442566;8.56819e-07
246232;9.63705e-07
428;8.47048e-07
46923;3.89917e-08
119570500;1.42947e-07
14446648;5.23866e-07
39167;1.08e-07
19300351;1.75383e-06
113469860;4.32954e-07
118722439;6.80311e-08
4260352;1.6467e-07
134086454;1.74147e-06
14644153;8.35051e-08
133429629;1.4631e-07
122879;1.19379e-06
19698687;2.09476e-06
66862847;8.03648e-07
134068144;7.57658e-07
1277503;5.18504e-07
134184958;1.80706e-05
53477887;5.66153e-07
119968713;3.15479e-07
109248900;2.17658e-07
50528320;7.17598e-07
52461600;3.88872e-07
129752558;1.42058e-05
55310847;8.51184e-08
132379643;1.73804e-05
11702;4.38998e-07
124092928;1.12363e-07
134182839;4.67856e-07
131820545;1.04001e-07
67223041;1.27632e-07
16775423;2.8419e-07
71106175;2.72124e-07
2323971;3.24931e-09
131596792;1.0323e-06
77594431;7.19143e-07
18050559;4.47155e-07
83624449;5.78605e-07
134070263;1.5955e-06
133805055;1.07861e-06
76546067;2.85258e-07
134215941;5.95329e-08
15728640;1.51578e-05
109183498;2.88803e-08
133690360;1.88465e-06
83627967;3.00527e-07
133693878;2.09072e-06
2889508;1.89505e-07
33279935;1.54513e-08
18738;9.18646e-07
8184;3.39435e-06
133955568;3.19064e-06
9963830;2.31178e-07
67452928;5.61927e-08
14704679;6.55543e-08
100334719;1.43651e-07
63037936;9.41823e-07
1838984;8.6868e-08
76761526;9.19012e-06
59011102;1.02024e-08
116359163;3.90849e-07
34153616;7.90515e-08
127649250;2.04843e-07
155940;3.37724e-07
133412800;1.2286e-07
8930440;2.53128e-08
134086495;3.06006e-06
19287040;2.10167e-06
83881983;5.52631e-06
134068185;1.82014e-06
47278244;6.05849e-07
134184999;2.70654e-06
16522847;5.65994e-07
19132927;2.98989e-06
2105855;9.91608e-08
96467455;3.29089e-07
100663515;2.04888e-06
1065024;5.75219e-07
50102783;2.13364e-07
3952167;1.03917e-06
100909055;7.92673e-07
67894838;5.11255e-09
117144894;1.17716e-06
19138564;1.7766e-06
130244896;7.80358e-07
2359871;2.54742e-07
134021052;1.55581e-07
116916224;2.45498e-05
127637976;7.32572e-08
133165820;2.39858e-07
57521368;4.19388e-07
57671243;1.29511e-06
127693767;1.51559e-08
113467782;7.62111e-08
16577016;5.08233e-07
65864191;3.3811e-08
121085899;4.33999e-08
109273526;4.01074e-07
26922342;3.74557e-07
133983753;6.05895e-07
124752457;3.4495e-07
131320228;1.22624e-06
55176402;9.70249e-09
133930983;1.34494e-07
115015743;6.41228e-08
121577020;5.18072e-09
113204654;1.06932e-07
133955609;2.46827e-06
100921728;2.7985e-07
123752443;6.60542e-08
16543235;6.56816e-07
83783479;1.03387e-05
102264246;3.55152e-08
64937879;2.65853e-09
134217381;3.07344e-07
83853119;9.91068e-06
67100672;2.4895e-06
77824;6.14047e-06
133398728;1.07909e-07
134142783;1.91573e-07
1048833;7.50091e-07
259584;0.000116612
130021366;9.93199e-08
788004;4.06323e-07
114898432;3.15524e-07
4202624;2.46364e-06
70979527;2.75623e-08
536066;2.82667e-08
69242952;2.82349e-07
134213863;3.07162e-07
92258047;2.89189e-07
133300224;1.38721e-05
119505016;9.039e-08
119508534;6.94626e-08
248310;7.56704e-07
17011129;2.98414e-07
2965505;1.24974e-08
67239952;1.63579e-06
120050664;1.64238e-07
1848859;8.84972e-07
4194230;9.50185e-07
83865792;1.78849e-07
40711872;1.94277e-08
40482523;1.8262e-07
134180761;7.36208e-08
65151;1.01871e-05
15899;6.38751e-07
117436888;5.50974e-07
31844327;1.93141e-08
133414919;3.13547e-07
119517689;2.00548e-07
119996857;1.24974e-09
16507376;1.25269e-07
57663487;8.47571e-07
15759623;3.856e-08
104566499;1.47014e-08
132120031;4.01756e-07
1347143;8.42776e-08
80364580;1.11226e-07
27259391;3.61673e-07
66734080;5.44748e-07
1207863;2.47539e-07
14167327;7.43025e-09
121625593;5.89875e-08
134115318;9.36665e-07
29417588;2.05797e-07
116653053;1.47741e-07
134171647;3.42164e-06
16547391;0.00109904
132642814;2.41999e-06
2064441;1.63738e-07
81564159;5.03212e-07
83885583;1.04105e-06
127852159;7.55067e-08
125828063;2.8728e-07
102491;6.44068e-07
53458939;4.90101e-07
131853606;3.5263e-07
62582715;1.83825e-08
134214583;1.72125e-06
100876796;4.66833e-07
33308161;1.84859e-06
134111039;4.21274e-07
43008032;2.08138e-07
105611263;1.34403e-07
109568;2.16129e-06
1649814;8.92766e-08
115212031;1.62032e-06
119508575;1.32586e-07
16777460;1.54763e-07
131326462;5.9676e-07
29855260;5.02166e-09
116882361;5.10187e-07
117700159;1.13081e-06
130022847;3.17251e-07
133690319;1.80462e-07
94634495;5.48361e-07
134151897;5.53633e-07
22024705;1.7519e-08
57634623;1.32108e-07
16666406;9.26622e-08
113204736;1.39902e-07
117337664;1.91982e-07
4625;3.83169e-07
229280;7.69587e-07
130269440;3.09673e-06
134114598;2.4154e-06
1846822;1.72077e-07
24911363;1.69014e-06
113467700;3.88963e-07
115306420;5.18004e-07
134094848;1.11372e-06
117698760;4.94918e-07
32769;1.94616e-05
121401799;1.26473e-07
98467839;4.8442e-07
2626560;1.2015e-06
86358015;1.96372e-06
1798208;4.82398e-08
131396;1.9739e-07
127881023;2.36745e-07
245471;3.49812e-07
37781576;3.10798e-07
4194312;4.08586e-06
38406;5.01689e-07
2115648;1.04591e-07
132959739;3.78556e-08
2130440;2.68875e-07
16650215;1.0516e-07
130253249;4.78285e-07
121751936;8.86176e-10
886467;1.81166e-07
113507838;1.00054e-06
14643392;6.6236e-08
56922688;2.49336e-06
122191007;4.54449e-11
16763388;6.07371e-08
34888;4.68355e-07
23957568;1.3404e-07
115081227;4.12458e-07
16780299;9.00264e-08
117678536;5.32569e-07
117663744;1.20188e-06
117440488;6.06076e-07
77496191;3.69149e-07
20096;2.92711e-07
1573056;5.09372e-06
16772543;1.54672e-07
70245887;5.3625e-09
132186112;3.71026e-06
2110011;2.59581e-07
91143935;9.26849e-08
48854267;2.88575e-08
19398217;5.01392e-06
121872391;6.58951e-08
48058023;2.25907e-07
23855423;2.92256e-07
76697400;7.51205e-08
11563064;9.86155e-08
19915263;3.2434e-07
115240895;1.98217e-06
57522170;3.74671e-07
23901918;2.66216e-07
134213184;1.35294e-06
134087092;1.18975e-06
16510976;5.51701e-07
215167;6.63496e-07
44043;3.27885e-08
1388042;1.59057e-10
8191519;1.17561e-06
75759616;7.34635e-06
395264;7.33958e-07
134216702;1.88018e-05
25202760;2.56423e-07
131596031;5.19481e-07
9453984;1.26155e-07
154623;1.45074e-06
127792991;8.63454e-10
7085568;4.96531e-07
528392;1.50941e-06
114442532;7.25665e-07
1589247;1.22533e-06
133988032;4.42509e-06
48070655;3.37951e-07
110316030;1.42036e-06
114409471;9.86791e-07
132382400;2.39431e-06
227840;1.06159e-06
83656193;5.50065e-07
17039232;1.03687e-06
102497792;5.88148e-07
1801767;1.23133e-07
100630495;6.67132e-07
67076087;7.14735e-07
77229502;1.72941e-07
67174468;3.58151e-07
133692397;5.10015e-06
124778441;2.77441e-07
125826623;5.50134e-07
133136318;2.30769e-07
258103;2.97253e-06
132153051;1.70305e-07
4194271;6.42819e-07
119311608;9.77066e-10
16678400;4.35694e-06
48197303;2.43039e-07
785926;1.51854e-07
81265088;1.18216e-06
851966;3.57333e-07
14926272;8.31938e-07
101179900;2.0398e-07
134199112;3.15774e-07
1920039;2.11319e-09
56996607;3.89486e-07
68963895;1.70691e-07
134090651;1.04978e-08
52802249;3.454e-06
387;3.86286e-06
